1	didanosine	tenofovir disoproxil fumarate	3	3	true	positive	Exposure to didanosine is increased when coadministered with tenofovir disoproxil fumarate [Table 5 and see Clinical Pharmacokinetics (12.3, Tables 9 and 10)].	3364	
5	alprazolam	9-hydroxyrisperidone	46	44	true	negative	However, venlafaxine coadministration did not significantly alter the pharmacokinetic profile of the total active moiety (risperidone plus 9-hydroxyrisperidone).  CYP3A4    Venlafaxine did not inhibit CYP3A4 in vitro.  This finding was confirmed in vivo by clinical drug interaction studies in which venlafaxine did not inhibit the metabolism of several CYP3A4 substrates, including alprazolam, diazepam, and terfenadine.	596	679314
5	alprazolam	indinavir	46	48	true	negative	This finding was confirmed in vivo by clinical drug interaction studies in which venlafaxine did not inhibit the metabolism of several CYP3A4 substrates, including alprazolam, diazepam, and terfenadine.  Indinavir - In a study of 9 healthy volunteers, venlafaxine administered under steady-state conditions at 150 mg/day resulted in a 28% decrease in the AUC of a single 800 mg oral dose of indinavir and a 36% decrease in indinavir Cmax.  Indinavir did not affect the pharmacokinetics of venlafaxine and ODV.	596	114289
5	alprazolam	terfenadine	46	46	true	negative	This finding was confirmed in vivo by clinical drug interaction studies in which venlafaxine did not inhibit the metabolism of several CYP3A4 substrates, including alprazolam, diazepam, and terfenadine.	596	42330
5	alprazolam	venlafaxine	46	46	true	negative	This finding was confirmed in vivo by clinical drug interaction studies in which venlafaxine did not inhibit the metabolism of several CYP3A4 substrates, including alprazolam, diazepam, and terfenadine.	596	39786
5	caffeine	venlafaxine	51	51	true	negative	This finding was confirmed in vivo by a clinical drug interaction study in which venlafaxine did not inhibit the metabolism of caffeine, a CYP1A2 substrate.	1886	39786
5	cimetidine	cimetidine	3	3	true	positive	7.2 Cimetidine    Concomitant administration of cimetidine and venlafaxine in a steady-state study for both drugs resulted in inhibition of first-pass metabolism of venlafaxine in 18 healthy subjects.	2541	2541
5	desipramine	metoprolol	35	36	true	negative	The clinical significance of elevated 2-OH-desipramine levels is unknown.  Metoprolol - Concomitant administration of venlafaxine (50 mg every 8 hours for 5 days) and metoprolol (100 mg every 24 hours for 5 days) to 18 healthy male subjects in a pharmacokinetic interaction study for both drugs resulted in an increase of plasma concentrations of metoprolol by approximately 30 to 40% without altering the plasma concentrations of its active metabolite, α-hydroxymetoprolol.	3247	6918
5	diazepam	9-hydroxyrisperidone	46	44	true	negative	However, venlafaxine coadministration did not significantly alter the pharmacokinetic profile of the total active moiety (risperidone plus 9-hydroxyrisperidone).  CYP3A4    Venlafaxine did not inhibit CYP3A4 in vitro.  This finding was confirmed in vivo by clinical drug interaction studies in which venlafaxine did not inhibit the metabolism of several CYP3A4 substrates, including alprazolam, diazepam, and terfenadine.	3322	679314
5	diazepam	alprazolam	46	46	true	negative	This finding was confirmed in vivo by clinical drug interaction studies in which venlafaxine did not inhibit the metabolism of several CYP3A4 substrates, including alprazolam, diazepam, and terfenadine.	3322	596
5	diazepam	diazepam	54	54	true	negative	CYP2C19    Venlafaxine did not inhibit the metabolism of diazepam, which is partially metabolized by CYP2C19 (see Diazepam above).	3322	3322
5	diazepam	indinavir	46	48	true	negative	This finding was confirmed in vivo by clinical drug interaction studies in which venlafaxine did not inhibit the metabolism of several CYP3A4 substrates, including alprazolam, diazepam, and terfenadine.  Indinavir - In a study of 9 healthy volunteers, venlafaxine administered under steady-state conditions at 150 mg/day resulted in a 28% decrease in the AUC of a single 800 mg oral dose of indinavir and a 36% decrease in indinavir Cmax.  Indinavir did not affect the pharmacokinetics of venlafaxine and ODV.	3322	114289
5	diazepam	monoamine oxidase inhibitors	54	55	true	negative	CYP2C19    Venlafaxine did not inhibit the metabolism of diazepam, which is partially metabolized by CYP2C19 (see Diazepam above).  7.9 Monoamine Oxidase Inhibitors    See Contraindications (4) and Warnings and Precautions (5.2).	3322	
5	diazepam	risperidone	46	44	true	negative	However, venlafaxine coadministration did not significantly alter the pharmacokinetic profile of the total active moiety (risperidone plus 9-hydroxyrisperidone).  CYP3A4    Venlafaxine did not inhibit CYP3A4 in vitro.  This finding was confirmed in vivo by clinical drug interaction studies in which venlafaxine did not inhibit the metabolism of several CYP3A4 substrates, including alprazolam, diazepam, and terfenadine.	3322	35636
5	diazepam	terfenadine	46	46	true	negative	This finding was confirmed in vivo by clinical drug interaction studies in which venlafaxine did not inhibit the metabolism of several CYP3A4 substrates, including alprazolam, diazepam, and terfenadine.	3322	42330
5	diazepam	venlafaxine	54	54	true	negative	CYP2C19    Venlafaxine did not inhibit the metabolism of diazepam, which is partially metabolized by CYP2C19 (see Diazepam above).	3322	39786
5	haloperidol	haloperidol	11	11	true	positive	7.4 Haloperidol    Venlafaxine administered under steady-state conditions at 150 mg/day in 24 healthy subjects decreased total oral-dose clearance (Cl/F) of a single 2 mg dose of haloperidol by 42%, which resulted in a 70% increase in haloperidol AUC.	5093	5093
5	imipramine	desipramine	34	35	true	negative	Imipramine did not affect the pharmacokinetics of venlafaxine and ODV.  The clinical significance of elevated 2-OH-desipramine levels is unknown.	5691	3247
5	imipramine	imipramine	34	34	true	negative	Imipramine did not affect the pharmacokinetics of venlafaxine and ODV.	5691	5691
5	imipramine	metoprolol	34	36	true	negative	Imipramine did not affect the pharmacokinetics of venlafaxine and ODV.  The clinical significance of elevated 2-OH-desipramine levels is unknown.  Metoprolol - Concomitant administration of venlafaxine (50 mg every 8 hours for 5 days) and metoprolol (100 mg every 24 hours for 5 days) to 18 healthy male subjects in a pharmacokinetic interaction study for both drugs resulted in an increase of plasma concentrations of metoprolol by approximately 30 to 40% without altering the plasma concentrations of its active metabolite, α-hydroxymetoprolol.	5691	6918
5	imipramine	venlafaxine	34	34	true	negative	Imipramine did not affect the pharmacokinetics of venlafaxine and ODV.	5691	39786
5	indinavir	indinavir	48	48	true	negative	Indinavir did not affect the pharmacokinetics of venlafaxine and ODV.	114289	114289
5	indinavir	venlafaxine	48	46	true	negative	This finding was confirmed in vivo by clinical drug interaction studies in which venlafaxine did not inhibit the metabolism of several CYP3A4 substrates, including alprazolam, diazepam, and terfenadine.  Indinavir - In a study of 9 healthy volunteers, venlafaxine administered under steady-state conditions at 150 mg/day resulted in a 28% decrease in the AUC of a single 800 mg oral dose of indinavir and a 36% decrease in indinavir Cmax.  Indinavir did not affect the pharmacokinetics of venlafaxine and ODV.	114289	39786
5	ketoconazole	ketoconazole	22	22	true	positive	Ketoconazole: A pharmacokinetic study with ketoconazole 100 mg b.i.d. with a single dose of venlafaxine 50 mg in extensive metabolizers (EM; n=14) and 25 mg in poor metabolizers (PM;n=6) of CYP2D6 resulted in higher plasma concentrations of both venlafaxine and O-desmethylvenlafaxine (ODV) in most subjects following administration of ketoconazole.	6135	6135
5	o-desmethylvenlafaxine	desipramine	37	35	true	negative	The clinical significance of elevated 2-OH-desipramine levels is unknown.  Metoprolol - Concomitant administration of venlafaxine (50 mg every 8 hours for 5 days) and metoprolol (100 mg every 24 hours for 5 days) to 18 healthy male subjects in a pharmacokinetic interaction study for both drugs resulted in an increase of plasma concentrations of metoprolol by approximately 30 to 40% without altering the plasma concentrations of its active metabolite, α-hydroxymetoprolol.  Metoprolol did not alter the pharmacokinetic profile of venlafaxine or its active metabolite, O-desmethylvenlafaxine.		3247
5	o-desmethylvenlafaxine	ketoconazole	22	22	true	positive	Ketoconazole: A pharmacokinetic study with ketoconazole 100 mg b.i.d. with a single dose of venlafaxine 50 mg in extensive metabolizers (EM; n=14) and 25 mg in poor metabolizers (PM;n=6) of CYP2D6 resulted in higher plasma concentrations of both venlafaxine and O-desmethylvenlafaxine (ODV) in most subjects following administration of ketoconazole.		6135
5	o-desmethylvenlafaxine	metoprolol	37	38	true	negative	Metoprolol did not alter the pharmacokinetic profile of venlafaxine or its active metabolite, O-desmethylvenlafaxine.  Venlafaxine appeared to reduce the blood pressure lowering effect of metoprolol in this study.		6918
5	o-desmethylvenlafaxine	venlafaxine 50 mg	22	22	true	positive	Ketoconazole: A pharmacokinetic study with ketoconazole 100 mg b.i.d. with a single dose of venlafaxine 50 mg in extensive metabolizers (EM; n=14) and 25 mg in poor metabolizers (PM;n=6) of CYP2D6 resulted in higher plasma concentrations of both venlafaxine and O-desmethylvenlafaxine (ODV) in most subjects following administration of ketoconazole.		39786
5	risperidone	9-hydroxyrisperidone	43	43	true	positive	Risperidone - Venlafaxine administered under steady-state conditions at 150 mg/day slightly inhibited the CYP2D6-mediated metabolism of risperidone (administered as a single 1 mg oral dose) to its active metabolite, 9-hydroxyrisperidone, resulting in an approximate 32% increase in risperidone AUC.	35636	679314
5	risperidone	alprazolam	44	46	true	negative	However, venlafaxine coadministration did not significantly alter the pharmacokinetic profile of the total active moiety (risperidone plus 9-hydroxyrisperidone).  CYP3A4    Venlafaxine did not inhibit CYP3A4 in vitro.  This finding was confirmed in vivo by clinical drug interaction studies in which venlafaxine did not inhibit the metabolism of several CYP3A4 substrates, including alprazolam, diazepam, and terfenadine.	35636	596
5	risperidone	risperidone	43	43	true	positive	Risperidone - Venlafaxine administered under steady-state conditions at 150 mg/day slightly inhibited the CYP2D6-mediated metabolism of risperidone (administered as a single 1 mg oral dose) to its active metabolite, 9-hydroxyrisperidone, resulting in an approximate 32% increase in risperidone AUC.	35636	35636
5	risperidone	venlafaxine	43	42	true	positive	It is recommended that patients receiving Venlafaxine hydrochloride extended-release tablets have regular monitoring of blood pressure [see Warnings and Precautions (5.5)].  Risperidone - Venlafaxine administered under steady-state conditions at 150 mg/day slightly inhibited the CYP2D6-mediated metabolism of risperidone (administered as a single 1 mg oral dose) to its active metabolite, 9-hydroxyrisperidone, resulting in an approximate 32% increase in risperidone AUC.	35636	39786
5	terfenadine	9-hydroxyrisperidone	46	44	true	negative	However, venlafaxine coadministration did not significantly alter the pharmacokinetic profile of the total active moiety (risperidone plus 9-hydroxyrisperidone).  CYP3A4    Venlafaxine did not inhibit CYP3A4 in vitro.  This finding was confirmed in vivo by clinical drug interaction studies in which venlafaxine did not inhibit the metabolism of several CYP3A4 substrates, including alprazolam, diazepam, and terfenadine.	42330	679314
5	terfenadine	indinavir	46	48	true	negative	This finding was confirmed in vivo by clinical drug interaction studies in which venlafaxine did not inhibit the metabolism of several CYP3A4 substrates, including alprazolam, diazepam, and terfenadine.  Indinavir - In a study of 9 healthy volunteers, venlafaxine administered under steady-state conditions at 150 mg/day resulted in a 28% decrease in the AUC of a single 800 mg oral dose of indinavir and a 36% decrease in indinavir Cmax.  Indinavir did not affect the pharmacokinetics of venlafaxine and ODV.	42330	114289
5	terfenadine	risperidone	46	44	true	negative	However, venlafaxine coadministration did not significantly alter the pharmacokinetic profile of the total active moiety (risperidone plus 9-hydroxyrisperidone).  CYP3A4    Venlafaxine did not inhibit CYP3A4 in vitro.  This finding was confirmed in vivo by clinical drug interaction studies in which venlafaxine did not inhibit the metabolism of several CYP3A4 substrates, including alprazolam, diazepam, and terfenadine.	42330	35636
5	venlafaxine	9-hydroxyrisperidone	42	43	true	positive	It is recommended that patients receiving Venlafaxine hydrochloride extended-release tablets have regular monitoring of blood pressure [see Warnings and Precautions (5.5)].  Risperidone - Venlafaxine administered under steady-state conditions at 150 mg/day slightly inhibited the CYP2D6-mediated metabolism of risperidone (administered as a single 1 mg oral dose) to its active metabolite, 9-hydroxyrisperidone, resulting in an approximate 32% increase in risperidone AUC.	39786	679314
5	venlafaxine	desipramine	31	32	true	negative	Imipramine - Venlafaxine did not affect the pharmacokinetics of imipramine and 2-OH-imipramine.  However, desipramine AUC, Cmax, and Cmin increased by about 35% in the presence of venlafaxine.	39786	3247
5	venlafaxine	indinavir	46	48	true	negative	This finding was confirmed in vivo by clinical drug interaction studies in which venlafaxine did not inhibit the metabolism of several CYP3A4 substrates, including alprazolam, diazepam, and terfenadine.  Indinavir - In a study of 9 healthy volunteers, venlafaxine administered under steady-state conditions at 150 mg/day resulted in a 28% decrease in the AUC of a single 800 mg oral dose of indinavir and a 36% decrease in indinavir Cmax.  Indinavir did not affect the pharmacokinetics of venlafaxine and ODV.	39786	114289
5	venlafaxine	metoprolol	34	36	true	negative	Imipramine did not affect the pharmacokinetics of venlafaxine and ODV.  The clinical significance of elevated 2-OH-desipramine levels is unknown.  Metoprolol - Concomitant administration of venlafaxine (50 mg every 8 hours for 5 days) and metoprolol (100 mg every 24 hours for 5 days) to 18 healthy male subjects in a pharmacokinetic interaction study for both drugs resulted in an increase of plasma concentrations of metoprolol by approximately 30 to 40% without altering the plasma concentrations of its active metabolite, α-hydroxymetoprolol.	39786	6918
